order_id,Customer_ID,Product_ID,Order_Date,Order_Status,Order_Quantity,Unit_Price,Discount,Shipping_Mode,Shipping_Carrier,Shipping_Date_Scheduled,Shipping_Date_Actual,Delivery_Status,Late_Delivery_Risk_Flag,VAT_Rate,COGS,Unit_Price_Effective,Order_Total,VAT_Amount,Profit_Per_Order
ORD0006036,CUST00103,PROD00029,9/20/2023,Completed,6,254.87,0.13,Express,CarrierE,9/23/2023,9/23/2023,On Time,0,0.21,723.12,221.7369,1330.4214,279.388494,607.3014
ORD0006037,CUST00490,PROD00020,8/11/2023,Completed,6,189.93,0.2,Same Day,CarrierD,8/15/2023,8/19/2023,Late,1,0.18,370.74,151.944,911.664,164.09952,540.924
ORD0006038,CUST00125,PROD00020,3/5/2024,Completed,2,189.93,0.1,Economy,CarrierB,3/8/2024,3/9/2024,Late,1,0.25,123.58,170.937,341.874,85.4685,218.294
ORD0006039,CUST00313,PROD00074,1/19/2022,Completed,3,301.43,0.15,Standard,CarrierA,1/21/2022,1/22/2022,Late,1,0,492.03,256.2155,768.6465,0,276.6165
ORD0006040,CUST00464,PROD00140,3/6/2024,Completed,5,213.69,0.18,Express,CarrierA,3/9/2024,3/11/2024,Late,1,0.22,972.5,175.2258,876.129,192.74838,-96.371
ORD0006041,CUST00483,PROD00120,2/4/2022,Completed,5,151.46,0.19,Economy,CarrierA,2/7/2022,2/7/2022,On Time,0,0.2,550.85,122.6826,613.413,122.6826,62.563
ORD0006042,CUST00286,PROD00097,1/6/2023,Completed,7,223.58,0.07,Same Day,CarrierD,1/9/2023,1/13/2023,Late,1,0.2,748.51,207.9294,1455.5058,291.10116,706.9958
ORD0006043,CUST00458,PROD00120,5/6/2023,Completed,2,151.46,0.05,Economy,CarrierD,5/11/2023,5/13/2023,Late,1,0.22,220.34,143.887,287.774,63.31028,67.434
ORD0006044,CUST00230,PROD00025,4/15/2024,Completed,5,137.38,0.23,Standard,CarrierB,4/19/2024,4/20/2024,Late,1,0.21,469.65,105.7826,528.913,111.07173,59.263
ORD0006045,CUST00146,PROD00153,3/27/2024,Completed,3,133.76,0.01,Economy,CarrierB,3/30/2024,4/2/2024,Late,1,0.2,99.75,132.4224,397.2672,79.45344,297.5172
ORD0006046,CUST00370,PROD00004,8/29/2022,Completed,4,257.03,0.2,Same Day,CarrierC,9/4/2022,9/8/2022,Late,1,0.2,486.96,205.624,822.496,164.4992,335.536
ORD0006047,CUST00197,PROD00004,1/7/2022,Cancelled,6,257.03,0.06,Economy,CarrierA,1/9/2022,1/12/2022,Late,1,0.2,730.44,241.6082,1449.6492,289.92984,719.2092
ORD0006048,CUST00373,PROD00137,7/3/2023,Completed,5,235.2,0.19,Standard,CarrierE,7/4/2023,7/7/2023,Late,1,0.19,530.8,190.512,952.56,180.9864,421.76
ORD0006049,CUST00221,PROD00143,1/6/2023,Completed,9,132.07,0.13,Economy,CarrierE,1/11/2023,1/14/2023,Late,1,0.18,917.64,114.9009,1034.1081,186.139458,116.4681
ORD0006050,CUST00423,PROD00026,10/27/2023,Completed,4,198.49,0.12,Economy,CarrierA,11/1/2023,11/2/2023,Late,1,0.19,632.44,174.6712,698.6848,132.750112,66.2448
ORD0006051,CUST00060,PROD00079,1/27/2024,Completed,10,181.69,0.09,Standard,CarrierE,1/29/2024,1/30/2024,Late,1,0.19,749,165.3379,1653.379,314.14201,904.379
ORD0006052,CUST00098,PROD00090,9/7/2022,Completed,4,187.75,0.23,Economy,CarrierD,9/8/2022,9/9/2022,Late,1,0.1,388.32,144.5675,578.27,57.827,189.95
ORD0006053,CUST00171,PROD00071,4/25/2022,Completed,5,277.95,0.05,Standard,CarrierD,4/28/2022,4/29/2022,Late,1,0.2,777.95,264.0525,1320.2625,264.0525,542.3125
ORD0006054,CUST00382,PROD00160,7/7/2023,Completed,9,235.44,0.01,Standard,CarrierC,7/13/2023,7/13/2023,On Time,0,0.21,1323,233.0856,2097.7704,440.531784,774.7704
ORD0006055,CUST00173,PROD00076,12/3/2022,Completed,5,224.88,0.14,Economy,CarrierB,12/5/2022,12/7/2022,Late,1,0.2,735.8,193.3968,966.984,193.3968,231.184
ORD0006056,CUST00151,PROD00099,7/28/2023,Completed,8,105.28,0.03,Standard,CarrierC,8/1/2023,8/5/2023,Late,1,0.25,79.68,102.1216,816.9728,204.2432,737.2928
ORD0006057,CUST00453,PROD00180,11/12/2023,Pending,4,77.69,0.14,Express,CarrierC,11/15/2023,11/16/2023,Late,1,0.1,127.28,66.8134,267.2536,26.72536,139.9736
ORD0006058,CUST00350,PROD00127,5/22/2022,Pending,6,249.89,0.13,Same Day,CarrierA,5/24/2022,5/28/2022,Late,1,0.21,987.06,217.4043,1304.4258,273.929418,317.3658
ORD0006059,CUST00390,PROD00032,4/30/2023,Completed,8,116.13,0.17,Same Day,CarrierA,5/3/2023,5/3/2023,On Time,0,0.1,306,96.3879,771.1032,77.11032,465.1032
ORD0006060,CUST00440,PROD00009,3/14/2023,Completed,5,127.95,0.22,Same Day,CarrierC,3/18/2023,3/18/2023,On Time,0,0.22,611.1,99.801,499.005,109.7811,-112.095
ORD0006061,CUST00122,PROD00078,2/9/2024,Completed,6,118.68,0.09,Express,CarrierD,2/11/2024,2/14/2024,Late,1,0.21,116.64,107.9988,647.9928,136.078488,531.3528
ORD0006062,CUST00494,PROD00013,3/29/2022,Completed,7,266.86,0.15,Express,CarrierE,4/2/2022,4/5/2022,Late,1,0.1,1171.31,226.831,1587.817,158.7817,416.507
ORD0006063,CUST00108,PROD00184,4/8/2023,Completed,5,308.31,0.13,Same Day,CarrierB,4/11/2023,4/12/2023,Late,1,0.1,880.4,268.2297,1341.1485,134.11485,460.7485
ORD0006064,CUST00004,PROD00124,2/17/2022,Completed,4,72.05,0.04,Standard,CarrierE,2/20/2022,2/22/2022,Late,1,0.19,105.84,69.168,276.672,52.56768,170.832
ORD0006065,CUST00093,PROD00172,8/4/2024,Pending,3,15.87,0.1,Economy,CarrierE,8/9/2024,8/12/2024,Late,1,0.2,24.69,14.283,42.849,8.5698,18.159
ORD0006066,CUST00407,PROD00096,4/26/2023,Pending,3,182.02,0.13,Standard,CarrierE,4/30/2023,5/2/2023,Late,1,0.1,303.87,158.3574,475.0722,47.50722,171.2022
ORD0006067,CUST00006,PROD00083,4/2/2024,Completed,5,128.99,0.02,Economy,CarrierC,4/8/2024,4/10/2024,Late,1,0.21,347.65,126.4102,632.051,132.73071,284.401
ORD0006068,CUST00288,PROD00158,6/8/2023,Pending,4,243.46,0.05,Same Day,CarrierA,6/10/2023,6/13/2023,Late,1,0.2,614.08,231.287,925.148,185.0296,311.068
ORD0006069,CUST00106,PROD00144,7/30/2022,Completed,4,131.58,0.11,Economy,CarrierE,8/2/2022,8/2/2022,On Time,0,0.1,254.68,117.1062,468.4248,46.84248,213.7448
ORD0006070,CUST00146,PROD00140,9/1/2022,Completed,4,213.69,0.16,Standard,CarrierD,9/3/2022,9/5/2022,Late,1,0.2,778,179.4996,717.9984,143.59968,-60.0016
ORD0006071,CUST00271,PROD00194,8/27/2022,Completed,3,246.03,0.16,Economy,CarrierA,9/1/2022,9/4/2022,Late,1,0.18,385.35,206.6652,619.9956,111.599208,234.6456
ORD0006072,CUST00424,PROD00018,7/16/2022,Completed,5,220.57,0.06,Same Day,CarrierD,7/22/2022,7/23/2022,Late,1,0.1,536.65,207.3358,1036.679,103.6679,500.029
ORD0006073,CUST00378,PROD00141,2/8/2024,Pending,7,268.96,0.24,Express,CarrierE,2/12/2024,2/12/2024,On Time,0,0.2,1348.76,204.4096,1430.8672,286.17344,82.1072
ORD0006074,CUST00096,PROD00093,8/23/2022,Completed,4,277.63,0.07,Express,CarrierD,8/29/2022,8/31/2022,Late,1,0.1,613.4,258.1959,1032.7836,103.27836,419.3836
ORD0006075,CUST00457,PROD00024,7/6/2022,Completed,5,134.76,0.12,Express,CarrierC,7/7/2022,7/8/2022,Late,1,0.19,382.2,118.5888,592.944,112.65936,210.744
ORD0006076,CUST00229,PROD00102,12/14/2023,Completed,3,211.15,0.13,Same Day,CarrierC,12/16/2023,12/20/2023,Late,1,0,387.3,183.7005,551.1015,0,163.8015
ORD0006077,CUST00202,PROD00140,9/7/2023,Pending,7,213.69,0.09,Economy,CarrierE,9/10/2023,9/11/2023,Late,1,0.21,1361.5,194.4579,1361.2053,285.853113,-0.2947
ORD0006078,CUST00212,PROD00060,10/17/2022,Pending,7,87.53,0.14,Standard,CarrierD,10/22/2022,10/26/2022,Late,1,0.21,479.08,75.2758,526.9306,110.655426,47.8506
ORD0006079,CUST00006,PROD00060,8/9/2022,Completed,5,87.53,0.09,Express,CarrierD,8/13/2022,8/16/2022,Late,1,0.21,342.2,79.6523,398.2615,83.634915,56.0615
ORD0006080,CUST00112,PROD00100,5/12/2023,Completed,4,43.42,0.13,Same Day,CarrierE,5/15/2023,5/17/2023,Late,1,0.1,104.16,37.7754,151.1016,15.11016,46.9416
ORD0006081,CUST00376,PROD00001,5/11/2023,Pending,6,176.13,0.15,Same Day,CarrierB,5/15/2023,5/16/2023,Late,1,0.18,468.24,149.7105,898.263,161.68734,430.023
ORD0006082,CUST00379,PROD00043,5/29/2024,Completed,8,149.37,0.03,Same Day,CarrierD,6/4/2024,6/8/2024,Late,1,0.19,93.68,144.8889,1159.1112,220.231128,1065.4312
ORD0006083,CUST00447,PROD00055,10/29/2022,Pending,4,151.17,0.18,Same Day,CarrierB,11/2/2022,11/6/2022,Late,1,0.2,486.36,123.9594,495.8376,99.16752,9.4776
ORD0006084,CUST00323,PROD00168,7/6/2022,Cancelled,10,177.65,0.19,Express,CarrierE,7/9/2022,7/10/2022,Late,1,0.2,413.7,143.8965,1438.965,287.793,1025.265
ORD0006085,CUST00106,PROD00192,3/26/2023,Completed,5,244.79,0.02,Economy,CarrierE,3/30/2023,4/1/2023,Late,1,0.1,899.8,239.8942,1199.471,119.9471,299.671
ORD0006086,CUST00139,PROD00034,7/3/2024,Completed,5,266.45,0.01,Standard,CarrierD,7/6/2024,7/10/2024,Late,1,0.22,950.15,263.7855,1318.9275,290.16405,368.7775
ORD0006087,CUST00299,PROD00034,2/16/2023,Completed,6,266.45,0.19,Same Day,CarrierD,2/20/2023,2/23/2023,Late,1,0.22,1140.18,215.8245,1294.947,284.88834,154.767
ORD0006088,CUST00401,PROD00176,9/3/2023,Completed,4,90.25,0.24,Same Day,CarrierC,9/9/2023,9/11/2023,Late,1,0.2,156,68.59,274.36,54.872,118.36
ORD0006089,CUST00096,PROD00161,7/24/2024,Completed,7,138,0.1,Same Day,CarrierD,7/29/2024,7/30/2024,Late,1,0.1,537.04,124.2,869.4,86.94,332.36
ORD0006090,CUST00388,PROD00196,9/2/2022,Pending,10,213.06,0.22,Express,CarrierA,9/5/2022,9/5/2022,On Time,0,0.18,731,166.1868,1661.868,299.13624,930.868
ORD0006091,CUST00447,PROD00158,11/9/2022,Pending,5,243.46,0.21,Same Day,CarrierE,11/14/2022,11/16/2022,Late,1,0.2,767.6,192.3334,961.667,192.3334,194.067
ORD0006092,CUST00452,PROD00110,3/29/2024,Completed,12,64.28,0.05,Economy,CarrierC,3/31/2024,4/4/2024,Late,1,0.2,240.12,61.066,732.792,146.5584,492.672
ORD0006093,CUST00337,PROD00084,5/11/2023,Completed,5,36.02,0.15,Same Day,CarrierB,5/15/2023,5/17/2023,Late,1,0.21,86.95,30.617,153.085,32.14785,66.135
ORD0006094,CUST00297,PROD00090,1/22/2022,Completed,6,187.75,0,Same Day,CarrierC,1/26/2022,1/27/2022,Late,1,0.2,582.48,187.75,1126.5,225.3,544.02
ORD0006095,CUST00467,PROD00079,3/9/2022,Cancelled,1,181.69,0.22,Express,CarrierC,3/10/2022,3/14/2022,Late,1,0.21,74.9,141.7182,141.7182,29.760822,66.8182
ORD0006096,CUST00389,PROD00071,1/27/2023,Completed,6,277.95,0.13,Express,CarrierD,2/2/2023,2/5/2023,Late,1,0,933.54,241.8165,1450.899,0,517.359
ORD0006097,CUST00416,PROD00071,11/12/2022,Pending,8,277.95,0.24,Same Day,CarrierB,11/17/2022,11/19/2022,Late,1,0.2,1244.72,211.242,1689.936,337.9872,445.216
ORD0006098,CUST00214,PROD00114,3/6/2022,Completed,4,307.16,0.09,Standard,CarrierC,3/10/2022,3/11/2022,Late,1,0.1,650.32,279.5156,1118.0624,111.80624,467.7424
ORD0006099,CUST00454,PROD00029,3/14/2024,Completed,5,254.87,0.01,Economy,CarrierE,3/20/2024,3/21/2024,Late,1,0.18,602.6,252.3213,1261.6065,227.08917,659.0065
ORD0006100,CUST00291,PROD00151,8/24/2024,Completed,2,260.06,0.07,Economy,CarrierD,8/28/2024,9/1/2024,Late,1,0.18,364.22,241.8558,483.7116,87.068088,119.4916
ORD0006101,CUST00022,PROD00162,12/30/2023,Completed,6,226.58,0.08,Economy,CarrierD,1/1/2024,1/4/2024,Late,1,0.2,769.8,208.4536,1250.7216,250.14432,480.9216
ORD0006102,CUST00193,PROD00143,6/25/2023,Completed,4,132.07,0.12,Express,CarrierD,6/29/2023,7/1/2023,Late,1,0.2,407.84,116.2216,464.8864,92.97728,57.0464
ORD0006103,CUST00468,PROD00097,12/6/2023,Pending,4,223.58,0.04,Economy,CarrierA,12/7/2023,12/8/2023,Late,1,0,427.72,214.6368,858.5472,0,430.8272
ORD0006104,CUST00150,PROD00053,7/22/2023,Completed,4,316.61,0.17,Economy,CarrierA,7/27/2023,7/30/2023,Late,1,0.25,752.8,262.7863,1051.1452,262.7863,298.3452
ORD0006105,CUST00368,PROD00145,4/29/2024,Cancelled,5,123.32,0.02,Economy,CarrierA,4/30/2024,5/3/2024,Late,1,0.21,302.7,120.8536,604.268,126.89628,301.568
ORD0006106,CUST00247,PROD00064,6/18/2024,Completed,4,154.73,0.06,Economy,CarrierD,6/20/2024,6/24/2024,Late,1,0.18,298.28,145.4462,581.7848,104.721264,283.5048
ORD0006107,CUST00267,PROD00061,7/31/2022,Completed,9,174.97,0,Standard,CarrierD,8/6/2022,8/7/2022,Late,1,0.1,727.11,174.97,1574.73,157.473,847.62
ORD0006108,CUST00461,PROD00185,1/20/2024,Completed,4,166.89,0.13,Economy,CarrierB,1/26/2024,1/30/2024,Late,1,0.1,221.2,145.1943,580.7772,58.07772,359.5772
ORD0006109,CUST00251,PROD00108,7/19/2022,Completed,6,204.16,0.05,Economy,CarrierB,7/20/2022,7/20/2022,On Time,0,0.2,913.98,193.952,1163.712,232.7424,249.732
ORD0006110,CUST00490,PROD00037,9/13/2024,Pending,5,110.11,0.15,Standard,CarrierE,9/18/2024,9/18/2024,On Time,0,0.18,322,93.5935,467.9675,84.23415,145.9675
ORD0006111,CUST00003,PROD00135,6/27/2022,Completed,3,200.54,0.14,Express,CarrierA,6/28/2022,6/28/2022,On Time,0,0.25,566.61,172.4644,517.3932,129.3483,-49.2168
ORD0006112,CUST00393,PROD00008,2/27/2023,Completed,5,275.11,0.2,Same Day,CarrierD,3/3/2023,3/3/2023,On Time,0,0.25,869.5,220.088,1100.44,275.11,230.94
ORD0006113,CUST00316,PROD00078,7/19/2024,Completed,5,118.68,0.17,Express,CarrierE,7/23/2024,7/27/2024,Late,1,0,97.2,98.5044,492.522,0,395.322
ORD0006114,CUST00076,PROD00068,10/27/2023,Pending,2,268.29,0.01,Same Day,CarrierE,10/30/2023,10/31/2023,Late,1,0.22,322.86,265.6071,531.2142,116.867124,208.3542
ORD0006115,CUST00087,PROD00021,4/7/2023,Completed,3,224.66,0.13,Standard,CarrierE,4/8/2023,4/10/2023,Late,1,0.18,372.93,195.4542,586.3626,105.545268,213.4326
ORD0006116,CUST00270,PROD00189,2/13/2022,Completed,4,222.12,0.22,Express,CarrierB,2/19/2022,2/23/2022,Late,1,0.25,433.12,173.2536,693.0144,173.2536,259.8944
ORD0006117,CUST00225,PROD00094,3/7/2023,Completed,8,171.68,0.02,Express,CarrierA,3/10/2023,3/12/2023,Late,1,0.25,915.6,168.2464,1345.9712,336.4928,430.3712
ORD0006118,CUST00018,PROD00075,6/17/2022,Completed,8,221.98,0.24,Standard,CarrierE,6/20/2022,6/20/2022,On Time,0,0.2,1142.72,168.7048,1349.6384,269.92768,206.9184
ORD0006119,CUST00113,PROD00157,10/14/2022,Completed,4,144.91,0.25,Same Day,CarrierE,10/15/2022,10/15/2022,On Time,0,0.18,544.28,108.6825,434.73,78.2514,-109.55
ORD0006120,CUST00251,PROD00153,12/10/2023,Pending,4,133.76,0.11,Standard,CarrierA,12/13/2023,12/17/2023,Late,1,0.2,133,119.0464,476.1856,95.23712,343.1856
ORD0006121,CUST00233,PROD00186,12/3/2022,Completed,3,255.2,0.08,Standard,CarrierC,12/8/2022,12/10/2022,Late,1,0.2,401.1,234.784,704.352,140.8704,303.252
ORD0006122,CUST00329,PROD00142,8/9/2023,Completed,6,127.75,0.21,Express,CarrierE,8/14/2023,8/16/2023,Late,1,0.21,324.6,100.9225,605.535,127.16235,280.935
ORD0006123,CUST00279,PROD00078,6/20/2022,Completed,3,118.68,0.22,Standard,CarrierD,6/24/2022,6/26/2022,Late,1,0.21,58.32,92.5704,277.7112,58.319352,219.3912
ORD0006124,CUST00202,PROD00066,6/10/2024,Cancelled,5,223.24,0.21,Express,CarrierB,6/14/2024,6/15/2024,Late,1,0.21,554.15,176.3596,881.798,185.17758,327.648
ORD0006125,CUST00083,PROD00182,7/2/2022,Completed,4,133.16,0.2,Same Day,CarrierD,7/6/2022,7/6/2022,On Time,0,0.25,108.52,106.528,426.112,106.528,317.592
ORD0006126,CUST00125,PROD00195,1/16/2022,Completed,8,125.53,0.17,Economy,CarrierE,1/19/2022,1/23/2022,Late,1,0.25,568.88,104.1899,833.5192,208.3798,264.6392
ORD0006127,CUST00175,PROD00158,5/11/2023,Completed,4,243.46,0.01,Standard,CarrierC,5/15/2023,5/15/2023,On Time,0,0.25,614.08,241.0254,964.1016,241.0254,350.0216
ORD0006128,CUST00069,PROD00146,8/3/2023,Completed,4,106.49,0.14,Express,CarrierA,8/7/2023,8/9/2023,Late,1,0.22,48.76,91.5814,366.3256,80.591632,317.5656
ORD0006129,CUST00047,PROD00054,6/5/2024,Completed,5,230.44,0.07,Express,CarrierB,6/11/2024,6/12/2024,Late,1,0.18,897.45,214.3092,1071.546,192.87828,174.096
ORD0006130,CUST00372,PROD00100,4/16/2024,Completed,2,43.42,0.15,Economy,CarrierA,4/19/2024,4/22/2024,Late,1,0.25,52.08,36.907,73.814,18.4535,21.734
ORD0006131,CUST00256,PROD00021,7/8/2023,Completed,5,224.66,0.08,Express,CarrierB,7/10/2023,7/14/2023,Late,1,0.21,621.55,206.6872,1033.436,217.02156,411.886
ORD0006132,CUST00215,PROD00053,4/20/2022,Completed,7,316.61,0.07,Standard,CarrierA,4/21/2022,4/21/2022,On Time,0,0.22,1317.4,294.4473,2061.1311,453.448842,743.7311
ORD0006133,CUST00030,PROD00083,7/7/2023,Completed,3,128.99,0.06,Same Day,CarrierB,7/10/2023,7/13/2023,Late,1,0.18,208.59,121.2506,363.7518,65.475324,155.1618
ORD0006134,CUST00281,PROD00144,11/2/2022,Pending,2,131.58,0.09,Economy,CarrierA,11/6/2022,11/9/2022,Late,1,0.22,127.34,119.7378,239.4756,52.684632,112.1356
ORD0006135,CUST00412,PROD00156,9/6/2024,Completed,1,150.35,0.09,Express,CarrierA,9/7/2024,9/7/2024,On Time,0,0.1,52.2,136.8185,136.8185,13.68185,84.6185
ORD0006136,CUST00482,PROD00004,1/6/2022,Cancelled,6,257.03,0.22,Express,CarrierA,1/7/2022,1/9/2022,Late,1,0,730.44,200.4834,1202.9004,0,472.4604
ORD0006137,CUST00237,PROD00055,4/22/2024,Completed,5,151.17,0.1,Express,CarrierC,4/28/2024,5/2/2024,Late,1,0.21,607.95,136.053,680.265,142.85565,72.315
ORD0006138,CUST00248,PROD00015,11/24/2023,Completed,6,148.73,0.09,Economy,CarrierB,11/27/2023,11/30/2023,Late,1,0.2,242.76,135.3443,812.0658,162.41316,569.3058
ORD0006139,CUST00368,PROD00064,9/30/2022,Completed,7,154.73,0.06,Economy,CarrierC,10/6/2022,10/6/2022,On Time,0,0.21,521.99,145.4462,1018.1234,213.805914,496.1334
ORD0006140,CUST00495,PROD00193,12/27/2022,Completed,3,239.52,0.14,Economy,CarrierC,1/2/2023,1/5/2023,Late,1,0.22,541.74,205.9872,617.9616,135.951552,76.2216
ORD0006141,CUST00025,PROD00112,7/4/2022,Completed,7,52.82,0.09,Same Day,CarrierA,7/9/2022,7/10/2022,Late,1,0.22,255.08,48.0662,336.4634,74.021948,81.3834
ORD0006142,CUST00074,PROD00144,4/14/2024,Completed,8,131.58,0.24,Same Day,CarrierC,4/17/2024,4/17/2024,On Time,0,0.1,509.36,100.0008,800.0064,80.00064,290.6464
ORD0006143,CUST00206,PROD00118,10/18/2023,Pending,7,71.51,0.12,Same Day,CarrierA,10/24/2023,10/24/2023,On Time,0,0,289.66,62.9288,440.5016,0,150.8416
ORD0006144,CUST00490,PROD00020,8/5/2024,Completed,5,189.93,0,Standard,CarrierB,8/6/2024,8/6/2024,On Time,0,0.18,308.95,189.93,949.65,170.937,640.7
ORD0006145,CUST00494,PROD00064,4/10/2022,Completed,4,154.73,0.09,Same Day,CarrierE,4/15/2022,4/19/2022,Late,1,0.1,298.28,140.8043,563.2172,56.32172,264.9372
ORD0006146,CUST00314,PROD00033,3/31/2022,Completed,3,106.34,0.05,Express,CarrierE,4/3/2022,4/6/2022,Late,1,0.19,53.07,101.023,303.069,57.58311,249.999
ORD0006147,CUST00094,PROD00081,9/10/2024,Completed,8,307.36,0.09,Standard,CarrierD,9/11/2024,9/15/2024,Late,1,0.2,1386.48,279.6976,2237.5808,447.51616,851.1008
ORD0006148,CUST00375,PROD00197,9/3/2022,Completed,3,276.03,0.06,Standard,CarrierE,9/9/2022,9/10/2022,Late,1,0.25,439.68,259.4682,778.4046,194.60115,338.7246
ORD0006149,CUST00127,PROD00126,8/27/2022,Completed,12,200.29,0.06,Economy,CarrierD,8/30/2022,9/3/2022,Late,1,0.19,1059.48,188.2726,2259.2712,429.261528,1199.7912
ORD0006150,CUST00425,PROD00069,7/18/2024,Completed,6,76.67,0.05,Same Day,CarrierA,7/23/2024,7/27/2024,Late,1,0.18,117.24,72.8365,437.019,78.66342,319.779
ORD0006151,CUST00025,PROD00186,12/25/2023,Pending,11,255.2,0.23,Economy,CarrierA,12/26/2023,12/27/2023,Late,1,0.22,1470.7,196.504,2161.544,475.53968,690.844
ORD0006152,CUST00334,PROD00167,3/22/2022,Completed,6,211.92,0.01,Express,CarrierE,3/28/2022,4/1/2022,Late,1,0.21,405.3,209.8008,1258.8048,264.349008,853.5048
ORD0006153,CUST00355,PROD00164,4/25/2022,Completed,8,193.59,0.2,Economy,CarrierC,4/26/2022,4/30/2022,Late,1,0.21,875.84,154.872,1238.976,260.18496,363.136
ORD0006154,CUST00116,PROD00094,10/3/2022,Completed,2,171.68,0.03,Standard,CarrierE,10/8/2022,10/12/2022,Late,1,0.1,228.9,166.5296,333.0592,33.30592,104.1592
ORD0006155,CUST00048,PROD00068,3/21/2022,Completed,3,268.29,0.01,Standard,CarrierB,3/23/2022,3/24/2022,Late,1,0,484.29,265.6071,796.8213,0,312.5313
ORD0006156,CUST00226,PROD00087,7/22/2023,Completed,5,219.78,0.09,Same Day,CarrierB,7/26/2023,7/30/2023,Late,1,0.19,736.35,199.9998,999.999,189.99981,263.649
ORD0006157,CUST00266,PROD00021,6/28/2022,Pending,4,224.66,0.16,Economy,CarrierE,7/2/2022,7/6/2022,Late,1,0.1,497.24,188.7144,754.8576,75.48576,257.6176
ORD0006158,CUST00099,PROD00063,11/5/2022,Completed,3,191.91,0.25,Express,CarrierD,11/8/2022,11/10/2022,Late,1,0.25,499.8,143.9325,431.7975,107.949375,-68.0025
ORD0006159,CUST00459,PROD00085,7/15/2023,Completed,4,154.49,0.07,Express,CarrierB,7/20/2023,7/24/2023,Late,1,0.19,262.56,143.6757,574.7028,109.193532,312.1428
ORD0006160,CUST00011,PROD00134,5/24/2023,Completed,7,92.66,0.06,Standard,CarrierB,5/25/2023,5/29/2023,Late,1,0.2,495.81,87.1004,609.7028,121.94056,113.8928
ORD0006161,CUST00085,PROD00024,9/17/2022,Pending,3,134.76,0.04,Economy,CarrierA,9/18/2022,9/20/2022,Late,1,0.2,229.32,129.3696,388.1088,77.62176,158.7888
ORD0006162,CUST00405,PROD00111,2/25/2024,Completed,7,130.15,0.2,Economy,CarrierB,2/26/2024,2/27/2024,Late,1,0.2,430.5,104.12,728.84,145.768,298.34
ORD0006163,CUST00214,PROD00181,10/19/2022,Completed,4,93.64,0.2,Express,CarrierD,10/24/2022,10/24/2022,On Time,0,0.1,286.04,74.912,299.648,29.9648,13.608
ORD0006164,CUST00173,PROD00095,6/3/2024,Completed,4,178.76,0.12,Express,CarrierD,6/4/2024,6/4/2024,On Time,0,0.2,621.36,157.3088,629.2352,125.84704,7.8752
ORD0006165,CUST00391,PROD00083,10/18/2022,Completed,6,128.99,0.09,Economy,CarrierE,10/21/2022,10/23/2022,Late,1,0,417.18,117.3809,704.2854,0,287.1054
ORD0006166,CUST00209,PROD00102,6/26/2023,Completed,6,211.15,0.06,Express,CarrierB,6/27/2023,7/1/2023,Late,1,0,774.6,198.481,1190.886,0,416.286
ORD0006167,CUST00448,PROD00078,6/4/2024,Completed,3,118.68,0.11,Same Day,CarrierE,6/6/2024,6/9/2024,Late,1,0.21,58.32,105.6252,316.8756,66.543876,258.5556
ORD0006168,CUST00382,PROD00178,2/3/2024,Completed,5,88.78,0.2,Standard,CarrierC,2/9/2024,2/9/2024,On Time,0,0.21,402.05,71.024,355.12,74.5752,-46.93
ORD0006169,CUST00064,PROD00124,3/4/2022,Completed,6,72.05,0.17,Express,CarrierB,3/5/2022,3/6/2022,Late,1,0.21,158.76,59.8015,358.809,75.34989,200.049
ORD0006170,CUST00258,PROD00140,8/17/2023,Completed,4,213.69,0.12,Express,CarrierC,8/19/2023,8/20/2023,Late,1,0.2,778,188.0472,752.1888,150.43776,-25.8112
ORD0006171,CUST00332,PROD00184,2/9/2023,Completed,1,308.31,0.13,Same Day,CarrierC,2/14/2023,2/17/2023,Late,1,0.25,176.08,268.2297,268.2297,67.057425,92.1497
ORD0006172,CUST00121,PROD00120,8/5/2024,Cancelled,7,151.46,0.14,Same Day,CarrierC,8/11/2024,8/12/2024,Late,1,0.19,771.19,130.2556,911.7892,173.239948,140.5992
ORD0006173,CUST00298,PROD00015,4/25/2023,Completed,9,148.73,0.19,Same Day,CarrierA,4/29/2023,5/3/2023,Late,1,0.18,364.14,120.4713,1084.2417,195.163506,720.1017
ORD0006174,CUST00466,PROD00083,11/21/2022,Completed,6,128.99,0.03,Same Day,CarrierE,11/26/2022,11/27/2022,Late,1,0.19,417.18,125.1203,750.7218,142.637142,333.5418
ORD0006175,CUST00054,PROD00168,1/16/2023,Completed,6,177.65,0.13,Express,CarrierD,1/18/2023,1/22/2023,Late,1,0.25,248.22,154.5555,927.333,231.83325,679.113
ORD0006176,CUST00331,PROD00169,11/12/2023,Completed,3,46.34,0.05,Express,CarrierA,11/16/2023,11/17/2023,Late,1,0.1,38.85,44.023,132.069,13.2069,93.219
ORD0006177,CUST00272,PROD00197,11/6/2022,Completed,4,276.03,0.23,Economy,CarrierB,11/9/2022,11/13/2022,Late,1,0.19,586.24,212.5431,850.1724,161.532756,263.9324
ORD0006178,CUST00241,PROD00197,12/9/2022,Completed,3,276.03,0.23,Standard,CarrierD,12/13/2022,12/15/2022,Late,1,0.19,439.68,212.5431,637.6293,121.149567,197.9493
ORD0006179,CUST00243,PROD00006,11/1/2023,Completed,6,41.75,0.05,Express,CarrierE,11/3/2023,11/5/2023,Late,1,0.1,212.52,39.6625,237.975,23.7975,25.455
